iter	RMSE
0	0.02497932605
1	0.02380699523
2	0.02269646505
3	0.02166349947
4	0.020684418
5	0.01976944472
6	0.01887286124
7	0.01804953133
8	0.01726096577
9	0.0164705468
10	0.0157916924
11	0.01510376637
12	0.01449065033
13	0.01388543539
14	0.01335352951
15	0.01282990324
16	0.01231403041
17	0.01182382584
18	0.01135139755
19	0.01093583928
20	0.01051763163
21	0.01012588463
22	0.009748399855
23	0.009407442681
24	0.009100020526
25	0.008793947381
26	0.008489001049
27	0.008195756197
28	0.007925402134
29	0.007689518041
30	0.007466010664
31	0.007254661294
32	0.007052308124
33	0.00685293641
34	0.006658254137
35	0.006485173187
36	0.006307774678
37	0.006157895664
38	0.006008535908
39	0.00587334707
40	0.005736520966
41	0.005607973667
42	0.005491797025
43	0.005382784969
44	0.005257960069
45	0.00515624429
46	0.005048069538
47	0.004956257587
48	0.004871142142
49	0.004779538373
50	0.004688846982
51	0.004611284067
52	0.004540037649
53	0.004453099472
54	0.004372128002
55	0.004284194332
56	0.004221387012
57	0.0041652241
58	0.004102332231
59	0.004051805373
60	0.004001055556
61	0.003947806717
62	0.003874627492
63	0.003830525157
64	0.003781604221
65	0.003739354793
66	0.003705784387
67	0.003664796718
68	0.003622204472
69	0.00358471132
70	0.003550809721
71	0.003518895783
72	0.003481863441
73	0.003452065437
74	0.003421834041
75	0.003397087962
76	0.003363057534
77	0.003338031882
78	0.003303039833
79	0.003277205475
80	0.003252887622
81	0.003223105798
82	0.003190533249
83	0.00315355899
84	0.003131825689
85	0.003110998228
86	0.003093194526
87	0.003072194547
88	0.003057515088
89	0.003039696465
90	0.003016064657
91	0.003002535405
92	0.002984228811
93	0.002969072697
94	0.002954018205
95	0.002934256698
96	0.002920507705
97	0.00289685722
98	0.002884034485
99	0.002873344677
100	0.002860402307
101	0.002851330346
102	0.002842137947
103	0.002833478838
104	0.0028226814
105	0.002810383731
106	0.002802309258
107	0.002790152955
108	0.002782868021
109	0.002775789628
110	0.002764460966
111	0.002754397635
112	0.00274754878
113	0.002740744807
114	0.002729548392
115	0.002723277449
116	0.00271181424
117	0.002702652371
118	0.002695277645
119	0.002689185567
120	0.002681345175
121	0.002672418728
122	0.002665533911
123	0.002657830847
124	0.002647797093
125	0.00264032813
126	0.002634765535
127	0.002629872303
128	0.002623129545
129	0.002618367766
130	0.002613664773
131	0.002606763295
132	0.002602550098
133	0.002598006674
134	0.002592615345
135	0.002588462987
136	0.002583814069
137	0.002576955538
138	0.00257341686
139	0.002567572639
140	0.002558911087
141	0.002555634137
142	0.002553184601
143	0.002546885464
144	0.002542839806
145	0.002538408754
146	0.002534800704
147	0.002532188691
148	0.002528284689
149	0.002526071125
150	0.002522418075
151	0.00251879903
152	0.002514168629
153	0.002510970722
154	0.002506233598
155	0.00250396936
156	0.002501357391
157	0.002498856099
158	0.002495620704
159	0.00249376719
160	0.002489305297
161	0.002487127099
162	0.002485929701
163	0.002482747954
164	0.002479480983
165	0.002474176805
166	0.002472230031
167	0.002469052273
168	0.002466703864
169	0.002465114641
170	0.002463275231
171	0.002460018173
172	0.002457685853
173	0.002454263214
174	0.002450327355
175	0.002448400836
176	0.002445599196
177	0.002443216171
178	0.002440563971
179	0.002436230036
180	0.002433391642
181	0.002431616255
182	0.002429469116
183	0.002428303179
184	0.002425947417
185	0.002424310405
186	0.002422011276
187	0.002421008996
188	0.002417536828
189	0.002413495397
190	0.002410133906
191	0.002408537705
192	0.00240647052
193	0.002403846373
194	0.002400365638
195	0.002397188982
196	0.002393683195
197	0.002390343616
198	0.002387831386
199	0.002385533603
200	0.002382642993
201	0.002380531832
202	0.002379239755
203	0.002376865982
204	0.002375655657
205	0.00237256831
206	0.002370962297
207	0.00236964584
208	0.002367501177
209	0.002365508684
210	0.002363776468
211	0.002361398603
212	0.002360215368
213	0.002359326631
214	0.002358058663
215	0.002355903226
216	0.002353994503
217	0.002352945696
218	0.002351999684
219	0.002350744222
220	0.00234939153
221	0.002346268896
222	0.002343348605
223	0.00234181853
224	0.002340953317
225	0.002339835393
226	0.002338449426
227	0.002336081457
228	0.002334742954
229	0.00233319947
230	0.002331430681
231	0.002330546314
232	0.002329871632
233	0.002328536913
234	0.002327453653
235	0.002326755739
236	0.002325906289
237	0.002323908751
238	0.002322204114
239	0.002320983216
240	0.00231984983
241	0.002318873902
242	0.002318242724
243	0.002317052611
244	0.00231630196
245	0.002315350967
246	0.002314447671
247	0.002313884365
248	0.002312465082
249	0.002311701858
250	0.002310744232
251	0.002310041204
252	0.002308393526
253	0.002307316729
254	0.002306787003
255	0.002305950606
256	0.00230474389
257	0.002303830042
258	0.002302225826
259	0.002301052892
260	0.002300303031
261	0.002299365686
262	0.002298857501
263	0.00229737278
264	0.002296602342
265	0.002295080917
266	0.002294259824
267	0.002292608887
268	0.002291496541
269	0.002290255145
270	0.002289317421
271	0.002288635178
272	0.002287606912
273	0.002286286043
274	0.002285953971
275	0.002284585878
276	0.002283418211
277	0.002282396796
278	0.002281542659
279	0.002280466268
280	0.002278579375
281	0.002277564041
282	0.00227655938
283	0.002275609902
284	0.002275178815
285	0.002273758393
286	0.002273117163
287	0.002271660288
288	0.002270746559
289	0.002268993015
290	0.00226722744
291	0.002265863354
292	0.002264980966
293	0.002263192605
294	0.002262828916
295	0.002262014476
296	0.002261106536
297	0.002260395536
298	0.002259616483
299	0.002259186706
300	0.002257645398
301	0.002256725563
302	0.002255980246
303	0.002254861779
304	0.002253993925
305	0.00225243593
306	0.00225194717
307	0.002250620909
308	0.002249918763
309	0.002249200006
310	0.00224859707
311	0.002247387315
312	0.002246712001
313	0.002245748678
314	0.002244774646
315	0.002243937009
316	0.002242899412
317	0.002241961781
318	0.002240681176
319	0.00223969019
320	0.002239376762
321	0.002238292891
322	0.002237382358
323	0.002236458416
324	0.002235199816
325	0.002234587462
326	0.002233402753
327	0.00223298623
328	0.002231863804
329	0.002231164613
330	0.002230330774
331	0.002228568055
332	0.002228212129
333	0.002227425787
334	0.00222672775
335	0.002226126743
336	0.002225115276
337	0.002224569401
338	0.002223936788
339	0.002223512045
340	0.002222698739
341	0.002221939468
342	0.002221188413
343	0.002220823039
344	0.002220117282
345	0.002219621454
346	0.00221886396
347	0.002217983727
348	0.002217294063
349	0.002216425176
350	0.002215497477
351	0.002214846709
352	0.002214244043
353	0.002213736239
354	0.002213179699
355	0.002213137312
356	0.002212792005
357	0.002212074367
358	0.002211277517
359	0.002210385419
360	0.002209756535
361	0.002209227445
362	0.002208362727
363	0.002207592534
364	0.002206270888
365	0.002205465931
366	0.002204674081
367	0.002204175055
368	0.002203332855
369	0.002203024765
370	0.002202562856
371	0.002201853983
372	0.00220119949
373	0.002200518538
374	0.002199670307
375	0.002199362901
376	0.002198440338
377	0.002197916791
378	0.002197180655
379	0.002196460944
380	0.002195686288
381	0.002194937535
382	0.002194428508
383	0.002193695842
384	0.00219318907
385	0.002193132532
386	0.002192423809
387	0.002191712785
388	0.002191238801
389	0.002190262255
390	0.002189275462
391	0.002188407987
392	0.002187718673
393	0.002187503899
394	0.002186947335
395	0.002186055049
396	0.002185573351
397	0.002185353883
398	0.002184484205
399	0.002183789487
400	0.002183439421
401	0.002182732988
402	0.002181946234
403	0.002181310239
404	0.002180564645
405	0.002179694586
406	0.002179281914
407	0.002178593391
408	0.002177926373
409	0.002177386795
410	0.002176419019
411	0.002175843668
412	0.00217533007
413	0.00217524319
414	0.002174978493
415	0.00217424746
416	0.002173467704
417	0.002172907043
418	0.002172649295
419	0.002171961149
420	0.002171447692
421	0.00217078319
422	0.002170122532
423	0.002169625158
424	0.002169024563
425	0.002168498567
426	0.002167986054
427	0.00216695855
428	0.002166572179
429	0.002166317747
430	0.002166246174
431	0.002165453812
432	0.002164809653
433	0.002164411903
434	0.002164095465
435	0.002163508127
436	0.00216290517
437	0.002162293778
438	0.002161864878
439	0.002160841681
440	0.00216013396
441	0.002160101499
442	0.002159441153
443	0.002158757444
444	0.002158172782
445	0.002158038269
446	0.002157961988
447	0.002157703755
448	0.002157102176
449	0.002156720448
450	0.002156084071
451	0.002155763982
452	0.002155039883
453	0.002154605922
454	0.002154096159
455	0.002153983856
456	0.002153539281
457	0.002152929848
458	0.002152608746
459	0.002152245785
460	0.002151806229
461	0.002151375612
462	0.002150975687
463	0.002150197462
464	0.002149390296
465	0.002149281492
466	0.002148319902
467	0.002148100102
468	0.002147676199
469	0.002146821287
470	0.002146062665
471	0.002145847783
472	0.002145531754
473	0.002145368555
474	0.002144928555
475	0.002144286728
476	0.0021435283
477	0.002143079656
478	0.0021426911
479	0.002142128159
480	0.002141675003
481	0.002140980202
482	0.00214047188
483	0.002140247291
484	0.002139659857
485	0.002139189362
486	0.002138832334
487	0.002138282367
488	0.002137702357
489	0.002137270744
490	0.002137164774
491	0.002136456849
492	0.0021361336
493	0.002135796164
494	0.002135710642
495	0.002135295541
496	0.002134787781
497	0.002134665774
498	0.00213418036
499	0.002134004916
500	0.002133824502
501	0.002133383521
502	0.002133374856
503	0.00213281484
504	0.002132742127
505	0.00213198908
506	0.002131459333
507	0.002130900509
508	0.002130538024
509	0.002130103698
510	0.002129750336
511	0.002129060922
512	0.002129044328
513	0.002128799765
514	0.002128480958
515	0.002127927668
516	0.002127750641
517	0.00212747198
518	0.002127136722
519	0.00212679411
520	0.00212624926
521	0.002125386769
522	0.002124742899
523	0.002124620295
524	0.002124232642
525	0.002124132392
526	0.002123359352
527	0.00212304296
528	0.002122538259
529	0.002122201325
530	0.002122078452
531	0.002121825516
532	0.002121372483
533	0.002120937988
534	0.00212049745
535	0.002120000957
536	0.00211966878
537	0.002119362686
538	0.002119342862
539	0.002119129786
540	0.002118418473
541	0.002117970452
542	0.00211762503
543	0.002116858691
544	0.002116368627
545	0.002115997155
546	0.002115914409
547	0.002115040597
548	0.002114898047
549	0.002114881592
550	0.002114709327
551	0.002114578402
552	0.002114184411
553	0.00211376422
554	0.002112983661
555	0.002112663554
556	0.002111874404
557	0.002111318247
558	0.002111297983
559	0.002110850815
560	0.002110383043
561	0.002109506467
562	0.002108973668
563	0.002108656649
564	0.00210830624
565	0.002107599675
566	0.002107193299
567	0.002106758007
568	0.002106389274
569	0.002106194772
570	0.002105553113
571	0.002105140708
572	0.002104658607
573	0.002104297184
574	0.002103906579
575	0.002103688217
576	0.002103221694
577	0.002102997888
578	0.002102468922
579	0.002101782504
580	0.002101424202
581	0.00210127865
582	0.002100557841
583	0.00210054037
584	0.002100283933
585	0.002100099011
586	0.002099742586
587	0.002099435207
588	0.002099336847
589	0.002098875205
590	0.002098180422
591	0.002097463077
592	0.002097011598
593	0.002096628914
594	0.002096585024
595	0.002096213452
596	0.002095861134
597	0.002095642724
598	0.002095408968
599	0.002094760055
600	0.002094514413
601	0.002094212978
602	0.002093668548
603	0.002093181428
604	0.00209280735
605	0.002092713422
606	0.002092700789
607	0.002092186178
608	0.002091940454
609	0.002091535278
610	0.002091203605
611	0.002090743049
612	0.002090147107
613	0.00208999412
614	0.002089640857
615	0.002089627101
616	0.002089440172
617	0.002088998676
618	0.00208836189
619	0.002087945751
620	0.002087751792
621	0.002087268246
622	0.002086820557
623	0.002086498292
624	0.002086074554
625	0.002084987772
626	0.0020846399
627	0.002084235453
628	0.002083622315
629	0.00208323757
630	0.002082786432
631	0.002082617028
632	0.002082293775
633	0.002081969691
634	0.002081618283
635	0.002081223004
636	0.002080646339
637	0.002079925631
638	0.002079579555
639	0.002079118996
640	0.002078915063
641	0.002078783881
642	0.002078355378
643	0.002078050875
644	0.002077781026
645	0.002077777112
646	0.002077153764
647	0.002076898873
648	0.002076245399
649	0.002076239993
650	0.002076130759
651	0.002075927295
652	0.002075399936
653	0.002075136471
654	0.002074888164
655	0.002074765258
656	0.002074433044
657	0.002074067951
658	0.0020738021
659	0.002073689967
660	0.002073117212
661	0.002072568714
662	0.00207205215
663	0.002071823821
664	0.002071668405
665	0.002071404338
666	0.002071309862
667	0.002070778177
668	0.002070509713
669	0.002070047903
670	0.002069693444
671	0.002069307649
672	0.002068983269
673	0.002068727567
674	0.002068405601
675	0.002068189951
676	0.002067922476
677	0.002067519881
678	0.002067250655
679	0.002066619887
680	0.002066119086
681	0.002065791301
682	0.002065326505
683	0.002065233351
684	0.002064991155
685	0.002064687461
686	0.002064359606
687	0.002064283047
688	0.0020639201
689	0.002063762057
690	0.002063223992
691	0.002062809918
692	0.002062333752
693	0.00206188064
694	0.002061799053
695	0.00206080711
696	0.002060388857
697	0.002059935187
698	0.00205955804
699	0.002059203277
700	0.002058951272
701	0.002058791992
702	0.002058555148
703	0.002058158305
704	0.002057803056
705	0.002057637044
706	0.002057472204
707	0.002057235864
708	0.002056436251
709	0.002056397823
710	0.002055965166
711	0.002055493438
712	0.002055352373
713	0.002055283124
714	0.002054967493
715	0.002054776133
716	0.00205467876
717	0.00205455403
718	0.00205435967
719	0.002054356151
720	0.002054201392
721	0.002054067254
722	0.002052977172
723	0.00205297024
724	0.002052778026
725	0.00205232761
726	0.002052322999
727	0.002051548415
728	0.002051480931
729	0.002051023094
730	0.002051002169
731	0.00205045506
732	0.002050313503
733	0.002049954912
734	0.002049688796
735	0.002049548046
736	0.002049480815
737	0.002048466929
738	0.002048216607
739	0.002047674599
740	0.002047444984
741	0.00204716623
742	0.002046549891
743	0.002046499848
744	0.002046205829
745	0.002046027008
746	0.002045823836
747	0.002045656465
748	0.002045363564
749	0.002045265984
750	0.00204488976
751	0.002044631361
752	0.002044341724
753	0.002044039436
754	0.002043756523
755	0.002043384078
756	0.002043167933
757	0.002042755904
758	0.002042411447
759	0.00204172043
760	0.002040748774
761	0.002040620075
762	0.002040357514
763	0.002040147617
764	0.002039808883
765	0.002039200171
766	0.002039126098
767	0.002038578138
768	0.002037949496
769	0.002037894072
770	0.002037728252
771	0.002037525687
772	0.002037163298
773	0.002037010392
774	0.002037007631
775	0.002036976426
776	0.002036854418
777	0.002036264838
778	0.002035947538
779	0.002035842794
780	0.002035783001
781	0.002035248428
782	0.002035131633
783	0.002034367981
784	0.002034301269
785	0.002034016337
786	0.002033392566
787	0.002032858884
788	0.002032728413
789	0.002032281861
790	0.002031424216
791	0.002031154776
792	0.002030837731
793	0.002030833065
794	0.002030602195
795	0.002030415153
796	0.002030039951
797	0.002029513588
798	0.002029140323
799	0.002028712085
800	0.002028653492
801	0.00202848812
802	0.00202829393
803	0.002028289887
804	0.002028132665
805	0.002028070781
806	0.002027622053
807	0.002027172484
808	0.002026855794
809	0.002026700333
810	0.002026181181
811	0.002025959766
812	0.002025794496
813	0.00202533828
814	0.002024892208
815	0.002024314858
816	0.00202404392
817	0.002023731062
818	0.002023211304
819	0.002023008285
820	0.002022373518
821	0.002022063612
822	0.002021740918
823	0.002020702468
824	0.002020498354
825	0.002020309588
826	0.002020184633
827	0.00201982586
828	0.002019669797
829	0.002019658998
830	0.002019488622
831	0.002019151554
832	0.002019019614
833	0.002018774455
834	0.002018387815
835	0.002018117848
836	0.002018039149
837	0.002017984708
838	0.002017718291
839	0.00201755835
840	0.002017081253
841	0.002016650895
842	0.002016517061
843	0.002016450056
844	0.002016122638
845	0.002015876583
846	0.002015584942
847	0.002014891298
848	0.002014678252
849	0.002014203989
850	0.002013886189
851	0.002013686587
852	0.00201355126
853	0.002013190964
854	0.002012838814
855	0.002012589037
856	0.002012513118
857	0.002012240923
858	0.002011716709
859	0.002011406618
860	0.002011401792
861	0.002011226551
862	0.002010684272
863	0.002010115797
864	0.002009791405
865	0.002009534707
866	0.002009249887
867	0.002008997907
868	0.002008327162
869	0.002007877216
870	0.002007375231
871	0.002007004331
872	0.002006536954
873	0.00200629677
874	0.002006120505
875	0.002005909284
876	0.002005735216
877	0.002005433565
878	0.002004851423
879	0.002004573206
880	0.002004452912
881	0.002004359934
882	0.002004082135
883	0.002003851048
884	0.002003825451
885	0.002003282917
886	0.002003107442
887	0.002002791383
888	0.002002743497
889	0.002002740924
890	0.002002628655
891	0.002002506818
892	0.002002211272
893	0.002001985378
894	0.002001702624
895	0.002001473513
896	0.002001447371
897	0.002001219133
898	0.002001202795
899	0.002001081283
900	0.002000946411
901	0.002000484018
902	0.002000403774
903	0.002000013519
904	0.001999542042
905	0.001999470181
906	0.001999172437
907	0.001998706986
908	0.001998477927
909	0.001998313204
910	0.001997908773
911	0.001997570259
912	0.001996972818
913	0.001996510741
914	0.001996369705
